Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Heavy Erdsteel Dagger,Erdsteel Dagger,Heavy,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1150100,1,15,0100,20,-,-1,10015,123,100,115,1,10,1005001
Keen Erdsteel Dagger,Erdsteel Dagger,Keen,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1150200,1,15,0200,20,-,-1,10015,123,200,115,1,10,1005002
Quality Erdsteel Dagger,Erdsteel Dagger,Quality,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1150300,1,15,0300,20,-,-1,10015,123,300,115,1,10,1005003
Magic Erdsteel Dagger,Erdsteel Dagger,Magic,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150800,1,15,0800,20,-,-1,10015,123,800,115,1,10,1005004
Fire Erdsteel Dagger,Erdsteel Dagger,Fire,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150400,1,15,0400,20,-,-1,10015,123,400,115,1,10,1005005
Flame Art Erdsteel Dagger,Erdsteel Dagger,Flame Art,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150500,1,15,0500,20,-,-1,10015,123,500,115,1,10,1005006
Lightning Erdsteel Dagger,Erdsteel Dagger,Lightning,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150600,1,15,0600,20,-,-1,10015,123,600,115,1,10,1005007
Sacred Erdsteel Dagger,Erdsteel Dagger,Sacred,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150700,1,15,0700,20,-,-1,10015,123,700,115,1,10,1005008
Poison Erdsteel Dagger,Erdsteel Dagger,Poison,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",Causes poison buildup (),-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1151000,1,15,1000,20,-,-1,10015,123,1000,115,1,10,1005009
Blood Erdsteel Dagger,Erdsteel Dagger,Blood,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",Causes blood loss buildup (),-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1151100,1,15,1100,20,-,-1,10015,123,1100,115,1,10,1005010
Cold Erdsteel Dagger,Erdsteel Dagger,Cold,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",Causes frost buildup (),-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1150900,1,15,0900,20,-,-1,10015,123,900,115,1,10,1005011
Occult Erdsteel Dagger,Erdsteel Dagger,Occult,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace.

Though forged to a high standard, the weapon is difficult to wield.
Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,No,Yes,1151200,1,15,1200,20,-,-1,10015,123,1200,115,1,10,1005012
Wakizashi,Wakizashi,Standard,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1100000,1,10,0000,20,-,-1,10010,120,0,110,1,10,1006000
Heavy Wakizashi,Wakizashi,Heavy,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1100100,1,10,0100,20,-,-1,10010,120,100,110,1,10,1006001
Keen Wakizashi,Wakizashi,Keen,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1100200,1,10,0200,20,-,-1,10010,120,200,110,1,10,1006002
Quality Wakizashi,Wakizashi,Quality,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1100300,1,10,0300,20,-,-1,10010,120,300,110,1,10,1006003
Magic Wakizashi,Wakizashi,Magic,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100800,1,10,0800,20,-,-1,10010,120,800,110,1,10,1006004
Fire Wakizashi,Wakizashi,Fire,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100400,1,10,0400,20,-,-1,10010,120,400,110,1,10,1006005
Flame Art Wakizashi,Wakizashi,Flame Art,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100500,1,10,0500,20,-,-1,10010,120,500,110,1,10,1006006
Lightning Wakizashi,Wakizashi,Lightning,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100600,1,10,0600,20,-,-1,10010,120,600,110,1,10,1006007
Sacred Wakizashi,Wakizashi,Sacred,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100700,1,10,0700,20,-,-1,10010,120,700,110,1,10,1006008
Poison Wakizashi,Wakizashi,Poison,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes poison buildup (),Causes blood loss buildup (),-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1101000,1,10,1000,20,-,-1,10010,120,1000,110,1,10,1006009
Blood Wakizashi,Wakizashi,Blood,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1101100,1,10,1100,20,-,-1,10010,120,1100,110,1,10,1006010
Cold Wakizashi,Wakizashi,Cold,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes frost buildup (),Causes blood loss buildup (),-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1100900,1,10,0900,20,-,-1,10010,120,900,110,1,10,1006011
Occult Wakizashi,Wakizashi,Occult,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade.
A weapon unique to warriors of the Land of Reeds.
Afflicts targets with blood loss.
These swords are considered auxiliary weapons.
Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1101200,1,10,1200,20,-,-1,10010,120,1200,110,1,10,1006012
Celebrant's Sickle,Celebrant's Sickle,Standard,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1060000,1,06,0000,20,-,5010601,10006,416,0,109,1,10,1007000
Celebrant's Heavy Sickle,Celebrant's Sickle,Heavy,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1060100,1,06,0100,20,-,5010601,10006,416,100,109,1,10,1007001
Celebrant's Keen Sickle,Celebrant's Sickle,Keen,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1060200,1,06,0200,20,-,5010601,10006,416,5000,109,1,10,1007002
Celebrant's Quality Sickle,Celebrant's Sickle,Quality,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,Yes,No,Yes,1060300,1,06,0300,20,-,5010601,10006,416,300,109,1,10,1007003
Celebrant's Magic Sickle,Celebrant's Sickle,Magic,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060800,1,06,0800,20,-,5010601,10006,416,800,109,1,10,1007004
Celebrant's Fire Sickle,Celebrant's Sickle,Fire,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060400,1,06,0400,20,-,5010601,10006,416,400,109,1,10,1007005
Celebrant's Flame Art Sickle,Celebrant's Sickle,Flame Art,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060500,1,06,0500,20,-,5010601,10006,416,500,109,1,10,1007006
Celebrant's Lightning Sickle,Celebrant's Sickle,Lightning,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060600,1,06,0600,20,-,5010601,10006,416,600,109,1,10,1007007
Celebrant's Sacred Sickle,Celebrant's Sickle,Sacred,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060700,1,06,0700,20,-,5010601,10006,416,700,109,1,10,1007008
Celebrant's Poison Sickle,Celebrant's Sickle,Poison,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",Causes poison buildup (),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1061000,1,06,1000,20,-,5010601,10006,416,1000,109,1,10,1007009
Celebrant's Blood Sickle,Celebrant's Sickle,Blood,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",Causes blood loss buildup (),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1061100,1,06,1100,20,-,5010601,10006,416,1100,109,1,10,1007010
Celebrant's Cold Sickle,Celebrant's Sickle,Cold,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",Causes frost buildup (),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1060900,1,06,0900,20,-,5010601,10006,416,900,109,1,10,1007011
Celebrant's Occult Sickle,Celebrant's Sickle,Occult,Dagger,,Slash/Pierce,"Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard.

Crafted from human bone.
Grants trace amounts of runes on landing attacks.",-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,100,6,11,0,0,0,No,No,Yes,Yes,Yes,No,No,Yes,1061200,1,06,1200,20,-,5010601,10006,416,1200,109,1,10,1007012
