Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Sacred Great Knife,Great Knife,Sacred,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1090700,1,09,0700,20,-,-1,10009,700,109,109300,20,1,20
Magic Great Knife,Great Knife,Magic,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1090800,1,09,0800,20,-,-1,10009,800,109,109300,20,1,20
Cold Great Knife,Great Knife,Cold,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes frost buildup (66),Causes blood loss buildup (38),-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1090900,1,09,0900,20,-,-1,10009,900,109,109300,20,1,20
Poison Great Knife,Great Knife,Poison,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes poison buildup (66),Causes blood loss buildup (38),-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1091000,1,09,1000,20,-,-1,10009,1000,109,109300,20,1,20
Blood Great Knife,Great Knife,Blood,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (57),-,-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1091100,1,09,1100,20,-,-1,10009,1100,109,109300,20,1,20
Occult Great Knife,Great Knife,Occult,Dagger,,Slash/Pierce,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,110,6,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1091200,1,09,1200,20,-,-1,10009,1200,109,109300,20,1,20
Wakizashi,Wakizashi,Standard,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1100000,1,10,0000,20,-,-1,10010,0,110,110800,9,1.2,10.8
Heavy Wakizashi,Wakizashi,Heavy,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1100100,1,10,0100,20,-,-1,10010,100,110,110800,9,1.2,10.8
Keen Wakizashi,Wakizashi,Keen,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1100200,1,10,0200,20,-,-1,10010,200,110,110800,9,1.2,10.8
Quality Wakizashi,Wakizashi,Quality,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1100300,1,10,0300,20,-,-1,10010,300,110,110800,9,1.2,10.8
Fire Wakizashi,Wakizashi,Fire,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100400,1,10,0400,20,-,-1,10010,400,110,110800,9,1.2,10.8
Flame Art Wakizashi,Wakizashi,Flame Art,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100500,1,10,0500,20,-,-1,10010,500,110,110800,9,1.2,10.8
Lightning Wakizashi,Wakizashi,Lightning,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100600,1,10,0600,20,-,-1,10010,600,110,110800,9,1.2,10.8
Sacred Wakizashi,Wakizashi,Sacred,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100700,1,10,0700,20,-,-1,10010,700,110,110800,9,1.2,10.8
Magic Wakizashi,Wakizashi,Magic,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100800,1,10,0800,20,-,-1,10010,800,110,110800,9,1.2,10.8
Cold Wakizashi,Wakizashi,Cold,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes frost buildup (66),Causes blood loss buildup (38),-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1100900,1,10,0900,20,-,-1,10010,900,110,110800,9,1.2,10.8
Poison Wakizashi,Wakizashi,Poison,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes poison buildup (66),Causes blood loss buildup (38),-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1101000,1,10,1000,20,-,-1,10010,1000,110,110800,9,1.2,10.8
Blood Wakizashi,Wakizashi,Blood,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (57),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1101100,1,10,1100,20,-,-1,10010,1100,110,110800,9,1.2,10.8
Occult Wakizashi,Wakizashi,Occult,Dagger,,Slash/Pierce,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,100,9,13,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1101200,1,10,1200,20,-,-1,10010,1200,110,110800,9,1.2,10.8
Cinquedea,Cinquedea,-,Dagger,,Slash/Pierce,"Short sword given to high ranking clergymen of Farum Azula. Raises potency of bestial incantations. The design celebrates a beast's five fingers, symbolic of the intelligence once granted upon their kind.",-,-,Boost Incantation Power,Quickstep,3,3.5,500,230,100,10,10,0,0,0,No,No,Yes,Yes,No,No,Yes,1110000,1,11,0000,20,-,5011000,10011,2200,100,100000,9,1.23,11.07
Ivory Sickle,Ivory Sickle,-,Dagger,,Slash/Pierce,"Sickle fashioned from ivory. Weapon carried by aged Albinaurics. These weapons are evidence of their dedication to the Haligtree, despite never having entered its presence.",-,-,-,Quickstep,3,2,100,160,100,6,11,13,0,0,No,No,Yes,Yes,No,No,Yes,1130000,1,13,0000,20,-,-1,10013,0,109,109300,20,1.11,22.2
Bloodstained Dagger,Bloodstained Dagger,Standard,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1140000,1,14,0000,20,-,-1,10014,0,100,100000,9,1.07,9.63
Heavy Bloodstained Dagger,Bloodstained Dagger,Heavy,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1140100,1,14,0100,20,-,-1,10014,6000,100,100000,9,1.07,9.63
Keen Bloodstained Dagger,Bloodstained Dagger,Keen,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1140200,1,14,0200,20,-,-1,10014,200,100,100000,9,1.07,9.63
Quality Bloodstained Dagger,Bloodstained Dagger,Quality,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,1140300,1,14,0300,20,-,-1,10014,300,100,100000,9,1.07,9.63
Fire Bloodstained Dagger,Bloodstained Dagger,Fire,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140400,1,14,0400,20,-,-1,10014,400,100,100000,9,1.07,9.63
Flame Art Bloodstained Dagger,Bloodstained Dagger,Flame Art,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140500,1,14,0500,20,-,-1,10014,500,100,100000,9,1.07,9.63
Lightning Bloodstained Dagger,Bloodstained Dagger,Lightning,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140600,1,14,0600,20,-,-1,10014,600,100,100000,9,1.07,9.63
Sacred Bloodstained Dagger,Bloodstained Dagger,Sacred,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140700,1,14,0700,20,-,-1,10014,700,100,100000,9,1.07,9.63
Magic Bloodstained Dagger,Bloodstained Dagger,Magic,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140800,1,14,0800,20,-,-1,10014,800,100,100000,9,1.07,9.63
Cold Bloodstained Dagger,Bloodstained Dagger,Cold,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes frost buildup (66),Causes blood loss buildup (38),-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1140900,1,14,0900,20,-,-1,10014,900,100,100000,9,1.07,9.63
Poison Bloodstained Dagger,Bloodstained Dagger,Poison,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes poison buildup (66),Causes blood loss buildup (38),-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1141000,1,14,1000,20,-,-1,10014,1000,100,100000,9,1.07,9.63
Blood Bloodstained Dagger,Bloodstained Dagger,Blood,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (57),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1141100,1,14,1100,20,-,-1,10014,1100,100,100000,9,1.07,9.63
Occult Bloodstained Dagger,Bloodstained Dagger,Occult,Dagger,,Slash/Pierce,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,110,9,12,0,0,0,No,No,Yes,Yes,Yes,No,Yes,1141200,1,14,1200,20,-,-1,10014,1200,100,100000,9,1.07,9.63
Erdsteel Dagger,Erdsteel Dagger,Standard,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,Yes,1150000,1,15,0000,20,-,-1,10015,0,115,115100,8,1.07,8.56
Heavy Erdsteel Dagger,Erdsteel Dagger,Heavy,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,Yes,1150100,1,15,0100,20,-,-1,10015,100,115,115100,8,1.07,8.56
Keen Erdsteel Dagger,Erdsteel Dagger,Keen,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,Yes,1150200,1,15,0200,20,-,-1,10015,200,115,115100,8,1.07,8.56
Quality Erdsteel Dagger,Erdsteel Dagger,Quality,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,Yes,Yes,1150300,1,15,0300,20,-,-1,10015,300,115,115100,8,1.07,8.56
Fire Erdsteel Dagger,Erdsteel Dagger,Fire,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,Yes,1150400,1,15,0400,20,-,-1,10015,400,115,115100,8,1.07,8.56
Flame Art Erdsteel Dagger,Erdsteel Dagger,Flame Art,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,Yes,1150500,1,15,0500,20,-,-1,10015,500,115,115100,8,1.07,8.56
Lightning Erdsteel Dagger,Erdsteel Dagger,Lightning,Dagger,,Slash/Pierce,"An erdsteel dagger with a grass crest engraved upon its blade. Carried by the Erdtree royalty for self-defense in times of peace. Though forged to a high standard, the weapon is difficult to wield. Attack power also scales with faith.",-,-,-,Quickstep,3,2,200,150,110,7,12,0,14,0,No,No,Yes,Yes,Yes,No,Yes,1150600,1,15,0600,20,-,-1,10015,600,115,115100,8,1.07,8.56
