Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Physical),Attack Power (Magic),Attack Power (Fire),Attack Power (Lightning),Attack Power (Holy),Attack Power (Critical),Attack Power (Stamina),Scaling Value (Str),Scaling Letter (Str),Scaling Value (Dex),Scaling Letter (Dex),Scaling Value (Int),Scaling Letter (Int),Scaling Value (Fai),Scaling Letter (Fai),Scaling Value (Arc),Scaling Letter (Arc),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Guarded Damage Negation (Physical),Guarded Damage Negation (Magic),Guarded Damage Negation (Fire),Guarded Damage Negation (Lightning),Guarded Damage Negation (Holy),Guarded Damage Negation (Guard Boost),Guard Resistance Reduction,Guard Frost Reduction,Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Thrust),Can Enchant,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Icon ID,Reinforce Type ID,Behavior Variation ID,,Stamina Usage %,1H Light Stamina Usage
Celebrant's Cold Sickle,Celebrant's Sickle,Cold,Dagger,,Slash/Thrust,Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard. Crafted from human bone. Grants trace amounts of runes on landing attacks.,Causes frost buildup (66),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,63,54,0,0,0,100,28,13,E,60,C,36,D,0,-,0,-,6,11,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1060900,1,06,0900,20,10006,900,109,9,1.04,9.36
Celebrant's Poison Sickle,Celebrant's Sickle,Poison,Dagger,,Slash/Thrust,Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard. Crafted from human bone. Grants trace amounts of runes on landing attacks.,Causes poison buildup (66),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,63,0,0,0,0,100,28,14,E,63,C,0,-,0,-,30,D,6,11,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1061000,1,06,1000,20,10006,1000,109,9,1.04,9.36
Celebrant's Blood Sickle,Celebrant's Sickle,Blood,Dagger,,Slash/Thrust,Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard. Crafted from human bone. Grants trace amounts of runes on landing attacks.,Causes blood loss buildup (57),-,Rune Gain on Hit,Quickstep,3,1.5,100,120,63,0,0,0,0,100,28,14,E,63,C,0,-,0,-,30,D,6,11,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1061100,1,06,1100,20,10006,1100,109,9,1.04,9.36
Celebrant's Occult Sickle,Celebrant's Sickle,Occult,Dagger,,Slash/Thrust,Sickle decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard. Crafted from human bone. Grants trace amounts of runes on landing attacks.,-,-,Rune Gain on Hit,Quickstep,3,1.5,100,120,67,0,0,0,0,100,28,4,E,20,E,0,-,0,-,73,C,6,11,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1061200,1,06,1200,20,10006,1200,109,9,1.04,9.36
Glintstone Kris,Glintstone Kris,-,Dagger,,Slash/Thrust,"Ritual blade once presented to Leyndell by the Academy of Raya Lucaria to celebrate their newfound peace. Though the weapon is embedded with precious glintstones and features Erdtree ornamentation, the undulating blade is symbolic of an ancient ritual.",-,-,-,Glintstone Dart,10,1.5,100,120,57,68,0,0,0,110,28,10,E,45,D,40,D,0,-,0,-,5,12,16,0,0,23.0,45.0,14.0,14.0,14.0,15,10.0,10.0,No,No,Yes,Yes,No,1070000,1,07,0000,20,10007,2200,107,9,1.04,9.36
Scorpion's Stinger,Scorpion's Stinger,-,Dagger,,Slash/Thrust,"Dagger fashioned from a great scorpion's tail, glistening with scarlet rot. A ceremonial tool used by heretics, crafted from the relic of a sealed outer god.",Causes scarlet rot buildup (50),-,-,Repeating Thrust,7,2.5,100,180,79,0,0,0,0,110,31,30,D,70,C,0,-,0,-,0,-,6,12,0,0,0,38.0,22.0,22.0,22.0,22.0,16,11.0,11.0,No,No,Yes,Yes,No,1080000,1,08,0000,20,10008,2200,103,9,1.1,9.9
Great Knife,Great Knife,-,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,75,0,0,0,0,110,30,5,E,80,C,0,-,0,-,0,-,6,12,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1090000,1,09,0000,20,10009,0,109,9,1,9
Heavy Great Knife,Great Knife,Heavy,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,68,0,0,0,0,110,30,97,B,0,-,0,-,0,-,0,-,6,12,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1090100,1,09,0100,20,10009,100,109,9,1,9
Keen Great Knife,Great Knife,Keen,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,68,0,0,0,0,110,28,8,E,108,B,0,-,0,-,0,-,6,12,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,15.0,No,No,Yes,Yes,Yes,1090200,1,09,0200,20,10009,5000,109,9,1,9
Quality Great Knife,Great Knife,Quality,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,64,0,0,0,0,110,30,62,C,62,C,0,-,0,-,0,-,6,12,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1090300,1,09,0300,20,10009,300,109,9,1,9
Fire Great Knife,Great Knife,Fire,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,57,0,57,0,0,110,30,59,D,4,E,0,-,0,-,0,-,6,12,0,0,0,33.3,19.0,23.0,21.0,19.0,15,9.5,10.0,No,No,Yes,Yes,No,1090400,1,09,0400,20,10009,400,109,9,1,9
Flame Art Great Knife,Great Knife,Flame Art,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,61,0,61,0,0,110,30,3,E,19,E,0,-,51,D,0,-,6,12,0,0,0,33.3,19.0,23.0,21.0,19.0,15,9.5,10.0,No,No,Yes,Yes,No,1090500,1,09,0500,20,10009,500,109,9,1,9
Lightning Great Knife,Great Knife,Lightning,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,57,0,0,57,0,110,30,4,E,59,D,0,-,0,-,0,-,6,12,0,0,0,33.3,19.0,21.0,23.0,19.0,15,9.5,10.0,No,No,Yes,Yes,No,1090600,1,09,0600,20,10009,600,109,9,1,9
Sacred Great Knife,Great Knife,Sacred,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,54,0,0,0,54,110,30,4,E,24,E,0,-,51,D,0,-,6,12,0,0,0,33.3,21.0,19.0,19.0,23.0,15,9.5,10.0,No,No,Yes,Yes,No,1090700,1,09,0700,20,10009,700,109,9,1,9
Magic Great Knife,Great Knife,Magic,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,54,54,0,0,0,110,30,3,E,18,E,55,D,0,-,0,-,6,12,0,0,0,33.3,23.0,19.0,19.0,21.0,15,9.5,10.0,No,No,Yes,Yes,No,1090800,1,09,0800,20,10009,800,109,9,1,9
Cold Great Knife,Great Knife,Cold,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes frost buildup (66),Causes blood loss buildup (38),-,Quickstep,3,1.5,100,130,61,51,0,0,0,110,30,4,E,72,C,42,D,0,-,0,-,6,12,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1090900,1,09,0900,20,10009,900,109,9,1,9
Poison Great Knife,Great Knife,Poison,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes poison buildup (66),Causes blood loss buildup (38),-,Quickstep,3,1.5,100,130,61,0,0,0,0,110,30,4,E,76,C,0,-,0,-,30,D,6,12,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1091000,1,09,1000,20,10009,1000,109,9,1,9
Blood Great Knife,Great Knife,Blood,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (57),-,-,Quickstep,3,1.5,100,130,61,0,0,0,0,110,30,4,E,76,C,0,-,0,-,30,D,6,12,0,0,0,33.3,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1091100,1,09,1100,20,10009,1100,109,9,1,9
Occult Great Knife,Great Knife,Occult,Dagger,,Slash/Thrust,"Large knife with a broad, curved blade. This weapon is designed to slash and rend, inflicting blood loss upon the recipient.",Causes blood loss buildup (38),-,-,Quickstep,3,1.5,100,130,64,0,0,0,0,110,30,3,E,25,D,0,-,0,-,80,C,6,12,0,0,0,35.0,20.0,20.0,20.0,20.0,15,10.0,10.0,No,No,Yes,Yes,No,1091200,1,09,1200,20,10009,1200,109,9,1,9
Wakizashi,Wakizashi,-,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,94,0,0,0,0,100,33,34,D,45,D,0,-,0,-,0,-,9,13,0,0,0,42.0,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,Yes,1100000,1,10,0000,20,10010,0,110,9,1.2,10.8
Heavy Wakizashi,Wakizashi,Heavy,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,85,0,0,0,0,100,33,79,C,0,-,0,-,0,-,0,-,9,13,0,0,0,42.0,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,Yes,1100100,1,10,0100,20,10010,100,110,9,1.2,10.8
Keen Wakizashi,Wakizashi,Keen,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,85,0,0,0,0,100,33,3,E,81,C,0,-,0,-,0,-,9,13,0,0,0,42.0,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,Yes,1100200,1,10,0200,20,10010,200,110,9,1.2,10.8
Quality Wakizashi,Wakizashi,Quality,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,81,0,0,0,0,100,33,55,D,55,D,0,-,0,-,0,-,9,13,0,0,0,42.0,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,Yes,1100300,1,10,0300,20,10010,300,110,9,1.2,10.8
Fire Wakizashi,Wakizashi,Fire,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,72,0,72,0,0,100,33,44,D,3,E,0,-,0,-,0,-,9,13,0,0,0,39.9,22.8,27.6,25.2,22.8,18,11.4,12.0,No,No,Yes,Yes,No,1100400,1,10,0400,20,10010,400,110,9,1.2,10.8
Flame Art Wakizashi,Wakizashi,Flame Art,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,76,0,76,0,0,100,33,8,E,10,E,0,-,37,D,0,-,9,13,0,0,0,39.9,22.8,27.6,25.2,22.8,18,11.4,12.0,No,No,Yes,Yes,No,1100500,1,10,0500,20,10010,500,110,9,1.2,10.8
Lightning Wakizashi,Wakizashi,Lightning,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,72,0,0,72,0,100,33,3,E,44,D,0,-,0,-,0,-,9,13,0,0,0,39.9,22.8,25.2,27.6,22.8,18,11.4,12.0,No,No,Yes,Yes,No,1100600,1,10,0600,20,10010,600,110,9,1.2,10.8
Sacred Wakizashi,Wakizashi,Sacred,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,67,0,0,0,67,100,33,10,E,13,E,0,-,37,D,0,-,9,13,0,0,0,39.9,25.2,22.8,22.8,27.6,18,11.4,12.0,No,No,Yes,Yes,No,1100700,1,10,0700,20,10010,700,110,9,1.2,10.8
Magic Wakizashi,Wakizashi,Magic,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,67,67,0,0,0,100,33,7,E,9,E,39,D,0,-,0,-,9,13,0,0,0,39.9,27.6,22.8,22.8,25.2,18,11.4,12.0,No,No,Yes,Yes,No,1100800,1,10,0800,20,10010,800,110,9,1.2,10.8
Cold Wakizashi,Wakizashi,Cold,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes frost buildup (66),Causes blood loss buildup (38),-,Quickstep,3,3,100,200,76,65,0,0,0,100,33,30,D,40,D,35,D,0,-,0,-,9,13,0,0,0,39.9,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,No,1100900,1,10,0900,20,10010,900,110,9,1.2,10.8
Poison Wakizashi,Wakizashi,Poison,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes poison buildup (66),Causes blood loss buildup (38),-,Quickstep,3,3,100,200,76,0,0,0,0,100,33,32,D,42,D,0,-,0,-,30,D,9,13,0,0,0,39.9,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,No,1101000,1,10,1000,20,10010,1000,110,9,1.2,10.8
Blood Wakizashi,Wakizashi,Blood,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (57),-,-,Quickstep,3,3,100,200,76,0,0,0,0,100,33,32,D,42,D,0,-,0,-,30,D,9,13,0,0,0,39.9,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,No,1101100,1,10,1100,20,10010,1100,110,9,1.2,10.8
Occult Wakizashi,Wakizashi,Occult,Dagger,,Slash/Thrust,"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss. These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.",Causes blood loss buildup (38),-,-,Quickstep,3,3,100,200,81,0,0,0,0,100,33,10,E,14,E,0,-,0,-,67,C,9,13,0,0,0,42.0,24.0,24.0,24.0,24.0,18,12.0,12.0,No,No,Yes,Yes,No,1101200,1,10,1200,20,10010,1200,110,9,1.2,10.8
Cinquedea,Cinquedea,-,Dagger,,Slash/Thrust,"Short sword given to high ranking clergymen of Farum Azula. Raises potency of bestial incantations. The design celebrates a beast's five fingers, symbolic of the intelligence once granted upon their kind.",-,-,Boost Incantation Power,Quickstep,3,3.5,500,230,98,0,0,0,0,100,34,57,D,17,E,0,-,0,-,0,-,10,10,0,0,0,43.0,25.0,25.0,25.0,25.0,18,12.0,12.0,No,No,Yes,Yes,No,1110000,1,11,0000,20,10011,2200,100,9,1.23,11.07
Ivory Sickle,Ivory Sickle,-,Dagger,,Slash/Thrust,"Sickle fashioned from ivory. Weapon carried by aged Albinaurics. These weapons are evidence of their dedication to the Haligtree, despite never having entered its presence.",-,-,-,Quickstep,3,2,100,160,60,60,0,0,0,100,28,23,E,59,D,40,D,0,-,0,-,6,11,13,0,0,26.0,42.0,15.0,15.0,15.0,15,10.0,10.0,No,No,Yes,Yes,No,1130000,1,13,0000,20,10013,0,109,9,1.11,9.99
Bloodstained Dagger,Bloodstained Dagger,-,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,81,0,0,0,0,110,30,70,C,20,E,0,-,0,-,0,-,9,12,0,0,0,36.0,21.0,21.0,21.0,21.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1140000,1,14,0000,20,10014,0,100,9,1.07,9.63
Heavy Bloodstained Dagger,Bloodstained Dagger,Heavy,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,73,0,0,0,0,110,28,93,B,0,-,0,-,0,-,0,-,9,12,0,0,0,36.0,21.0,21.0,21.0,21.0,15,10.0,15.0,No,No,Yes,Yes,Yes,1140100,1,14,0100,20,10014,6000,100,9,1.07,9.63
Keen Bloodstained Dagger,Bloodstained Dagger,Keen,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,73,0,0,0,0,110,30,6,E,86,C,0,-,0,-,0,-,9,12,0,0,0,36.0,21.0,21.0,21.0,21.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1140200,1,14,0200,20,10014,200,100,9,1.07,9.63
Quality Bloodstained Dagger,Bloodstained Dagger,Quality,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,69,0,0,0,0,110,30,58,D,58,D,0,-,0,-,0,-,9,12,0,0,0,36.0,21.0,21.0,21.0,21.0,15,10.0,10.0,No,No,Yes,Yes,Yes,1140300,1,14,0300,20,10014,300,100,9,1.07,9.63
Fire Bloodstained Dagger,Bloodstained Dagger,Fire,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,61,0,61,0,0,110,30,55,D,4,E,0,-,0,-,0,-,9,12,0,0,0,34.2,20.0,24.2,22.1,20.0,15,9.5,10.0,No,No,Yes,Yes,No,1140400,1,14,0400,20,10014,400,100,9,1.07,9.63
Flame Art Bloodstained Dagger,Bloodstained Dagger,Flame Art,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,65,0,65,0,0,110,30,16,E,4,E,0,-,46,D,0,-,9,12,0,0,0,34.2,20.0,24.2,22.1,20.0,15,9.5,10.0,No,No,Yes,Yes,No,1140500,1,14,0500,20,10014,500,100,9,1.07,9.63
Lightning Bloodstained Dagger,Bloodstained Dagger,Lightning,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,61,0,0,61,0,110,30,4,E,55,D,0,-,0,-,0,-,9,12,0,0,0,34.2,20.0,22.1,24.2,20.0,15,9.5,10.0,No,No,Yes,Yes,No,1140600,1,14,0600,20,10014,600,100,9,1.07,9.63
Sacred Bloodstained Dagger,Bloodstained Dagger,Sacred,Dagger,,Slash/Thrust,"Dagger with a bloodstained blade. Afflicts targets with blood loss. As blood darkened the dagger through repeated slashing and stabbing, its blade only grew sharper and harder.",Causes blood loss buildup (38),-,-,Quickstep,3,2,100,150,57,0,0,0,57,110,30,21,E,6,E,0,-,46,D,0,-,9,12,0,0,0,34.2,22.1,20.0,20.0,24.2,15,9.5,10.0,No,No,Yes,Yes,No,1140700,1,14,0700,20,10014,700,100,9,1.07,9.63
